employee_id,age,gender,department,remote_days,tenure_years,manager,training_group,leadership_1,leadership_2,leadership_3,leadership_4_reverse,engagement_1,engagement_2,engagement_3,engagement_4_reverse,role_clarity_1,role_clarity_2,role_clarity_3,role_clarity_4,workload,organizational_support,job_satisfaction,performance,burnout,turnover_intention
E000026,40,Man,Operations,3,7.2,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.93,4.21,3.59,40.6,47.0,4.75
E000027,40,Man,Finance,2,3.4,Yes,Training,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.83,4.46,4.34,63.7,37.7,4.42
E000028,43,Woman,Finance,2,1.2,No,Training,4.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.65,5.02,5.3,67.5,42.2,2.96
E000029,40,Man,Finance,4,11.5,Yes,Training,3.0,2.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.41,3.89,4.78,69.8,44.7,3.81
E000030,31,Woman,Technology,5,9.6,Yes,Control,3.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,4.63,4.08,4.39,50.0,43.5,3.51
E000031,34,Woman,Finance,2,4.8,No,Control,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.8,3.0,3.18,31.6,62.7,5.47
E000032,22,Woman,Technology,1,4.6,No,Control,4.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.75,6.08,3.96,41.5,36.3,3.91
E000033,52,Woman,Finance,2,1.4,Yes,Control,2.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,3.78,3.52,3.55,44.2,44.9,3.17
E000034,45,Woman,Technology,2,3.0,No,Training,4.0,5.0,5.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,2.85,2.74,2.6,67.2,32.1,3.65
E000035,45,Woman,Operations,2,3.2,No,Control,3.0,4.0,3.0,2.0,1.0,1.0,,4.0,4.0,1.0,3.0,3.0,4.56,4.21,4.12,54.2,44.9,4.01
E000036,38,Woman,Finance,3,1.7,Yes,Control,1.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.03,3.58,2.9,58.3,48.1,3.67
E000037,37,Woman,HR,0,1.3,No,Training,2.0,4.0,4.0,,4.0,5.0,3.0,2.0,4.0,,3.0,4.0,4.14,4.69,5.77,49.5,40.3,4.25
E000038,34,Woman,Operations,1,2.8,Yes,Control,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,3.59,3.26,4.7,54.6,49.4,3.59
E000039,23,Man,Marketing,5,2.3,Yes,Training,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.63,3.39,2.92,53.8,37.9,4.58
E000040,32,Man,Finance,3,7.3,No,Training,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,3.83,4.37,5.53,75.9,34.8,3.31
E000041,45,Non-binary / prefer not to say,Marketing,2,6.9,No,Control,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.48,3.43,4.37,44.7,40.5,4.69
E000042,47,Man,Operations,2,3.2,No,Control,1.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.18,2.13,1.02,41.0,50.2,5.81
E000043,39,Woman,Marketing,0,4.0,No,Training,1.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,6.44,1.99,2.69,56.3,74.4,4.97
E000044,23,Man,Operations,5,3.1,Yes,Control,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.37,4.14,3.88,41.6,40.7,2.89
E000045,50,Man,Operations,1,8.4,No,Control,3.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,4.12,4.55,4.08,37.1,52.6,4.06
E000046,42,Woman,Operations,1,3.2,No,Control,5.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,,4.0,3.0,5.1,4.48,3.18,45.1,51.1,3.87
E000047,36,Man,HR,2,6.3,No,Training,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.86,2.74,3.23,48.1,56.3,5.61
E000048,50,Man,Operations,1,6.0,No,Control,1.0,2.0,1.0,5.0,2.0,3.0,,5.0,4.0,4.0,5.0,2.0,3.85,2.04,2.79,53.4,34.9,4.41
E000049,44,Woman,Finance,4,4.5,Yes,Control,2.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.81,2.52,4.5,52.7,69.3,5.3
E000050,46,Man,Marketing,3,3.9,Yes,Training,2.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.79,4.28,3.34,57.0,44.8,4.14
E000051,31,Woman,Operations,3,13.3,No,Control,2.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,4.19,4.34,2.21,43.9,48.0,5.28
E000052,38,Man,Finance,3,2.2,No,Control,1.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,4.58,4.47,3.87,51.2,47.7,3.21
E000053,44,Man,HR,4,3.7,Yes,Control,4.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,3.92,2.62,3.88,60.5,49.2,4.04
E000054,45,Woman,Marketing,2,3.4,Yes,Training,2.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.67,4.73,3.71,59.7,44.6,5.32
E000055,48,Man,Operations,5,3.8,No,Control,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.89,4.04,3.58,53.6,36.6,4.83
E000056,22,Woman,Operations,2,1.9,No,Control,5.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,4.35,3.23,2.86,53.3,53.4,3.49
E000057,38,Man,Technology,2,3.5,Yes,Training,5.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,2.76,5.16,5.48,59.8,35.4,3.3
E000058,35,Non-binary / prefer not to say,Operations,1,2.7,Yes,Training,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.31,2.89,4.5,48.8,31.9,3.66
E000059,33,Man,Technology,1,1.2,No,Training,5.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,6.13,2.85,4.66,67.6,64.5,3.66
E000060,40,Woman,Operations,3,2.3,No,Training,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.45,3.98,2.87,38.3,42.7,3.9
E000061,40,Man,Operations,3,5.3,No,Control,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4.54,3.29,4.21,47.8,32.5,3.94
E000062,43,Woman,Operations,4,5.1,No,Training,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,1.0,,1.0,1.0,4.89,4.17,3.86,46.8,45.7,2.71
E000063,37,Woman,Operations,2,2.8,No,Control,5.0,2.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,3.45,4.67,4.33,66.2,42.9,3.82
E000064,37,Woman,Marketing,4,4.6,No,Training,2.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,5.05,3.22,3.53,64.3,62.5,4.85
E000065,32,Man,Marketing,5,8.6,Yes,Control,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.29,4.42,4.74,60.7,39.2,3.11
E000066,39,Man,Finance,4,1.5,No,Training,4.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,3.49,4.19,4.41,55.4,40.1,4.02
E000067,48,Woman,Operations,5,3.6,Yes,Training,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,3.0,2.4,5.2,6.38,69.4,44.0,1.88
E000068,28,Man,Finance,1,5.4,Yes,Training,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.77,2.91,3.31,43.2,46.2,4.66
E000069,40,Man,Finance,4,6.7,No,Control,1.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,6.06,4.29,2.71,45.3,47.0,3.9
E000070,40,Man,HR,4,2.9,Yes,Training,5.0,5.0,3.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.25,3.47,55.1,42.7,3.42
E000071,43,Woman,Operations,0,4.1,No,Training,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,5.28,5.35,4.62,66.1,52.4,3.76
E000072,36,Man,Technology,3,5.5,Yes,Control,4.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.41,5.54,4.2,,48.8,3.76
E000073,42,Woman,HR,5,1.6,No,Training,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.81,4.57,5.02,57.1,41.6,2.84
E000074,38,Man,Marketing,3,4.6,Yes,Training,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.03,4.95,4.72,59.8,37.1,2.73
E000075,26,Woman,Operations,0,3.0,Yes,Training,1.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.33,3.31,2.62,57.3,61.5,5.43
E000076,40,Man,Marketing,2,8.9,No,Control,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,3.44,4.83,5.38,57.7,34.1,3.89
E000077,47,Man,Technology,3,2.9,No,Training,3.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,1.0,3.31,2.68,4.82,52.6,48.0,3.83
E000078,43,Man,Technology,5,1.8,No,Training,3.0,,2.0,4.0,1.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,4.77,4.82,3.33,51.1,45.0,4.84
E000079,22,Man,Operations,1,14.2,No,Control,3.0,5.0,3.0,2.0,4.0,3.0,1.0,,4.0,4.0,5.0,4.0,2.34,5.31,5.64,56.8,27.5,3.45
E000080,45,Woman,Finance,2,4.6,No,Training,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.06,2.85,5.28,52.2,25.0,1.96
E000081,37,Man,Operations,1,2.1,No,Training,5.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.75,4.3,3.58,51.2,48.8,4.69
E000082,22,Woman,Finance,3,3.6,No,Control,2.0,3.0,2.0,3.0,1.0,2.0,,4.0,3.0,2.0,1.0,2.0,4.26,2.41,2.07,47.9,52.3,4.94
E000083,43,Woman,Operations,2,3.0,Yes,Control,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.51,4.11,5.25,53.2,48.4,4.0
E000084,22,Woman,Finance,3,8.3,No,Training,1.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,4.19,4.5,5.19,,33.4,1.79
E000085,31,Woman,Operations,3,3.9,No,Training,5.0,2.0,5.0,2.0,4.0,4.0,2.0,,3.0,4.0,2.0,2.0,3.73,4.27,3.65,49.9,31.3,3.22
E000086,41,Woman,Operations,4,2.4,No,Control,4.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,3.05,5.47,5.06,54.1,31.6,2.06
E000087,52,Man,Marketing,3,2.7,Yes,Control,3.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0,3.32,3.77,4.1,60.2,34.8,3.5
E000088,22,Woman,Finance,4,0.8,No,Control,4.0,4.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5.15,3.1,4.48,43.9,55.2,3.33
E000089,31,Man,Finance,0,4.9,No,Control,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,2.96,6.03,5.31,51.8,34.4,1.47
E000090,49,Man,HR,2,4.3,No,Training,4.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,4.16,3.76,3.89,59.4,49.7,5.51
E000091,49,Woman,Technology,5,14.6,No,Control,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.66,3.77,4.18,47.6,42.1,3.25
E000092,38,Man,Operations,2,8.9,No,Training,3.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.39,2.96,3.56,64.0,49.2,4.31
E000093,39,Woman,Finance,3,8.9,Yes,Training,4.0,3.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,3.97,2.56,3.9,64.7,42.1,5.2
E000094,41,Man,Operations,3,7.7,Yes,Control,5.0,5.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,4.75,3.97,3.86,49.7,41.5,3.73
E000095,52,Man,Finance,5,11.9,Yes,Control,4.0,5.0,2.0,3.0,5.0,5.0,5.0,,4.0,3.0,3.0,2.0,2.59,3.82,3.89,56.1,37.5,4.64
E000096,42,Man,Technology,1,5.8,No,Training,1.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,6.31,2.65,2.33,37.8,70.9,4.88
E000097,22,Non-binary / prefer not to say,Finance,2,11.4,Yes,Control,3.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,4.54,4.43,3.31,54.6,58.7,4.99
E000098,47,Woman,Technology,4,7.5,No,Training,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,5.05,3.78,2.85,43.7,60.0,6.48
E000099,33,Man,Marketing,0,7.2,No,Control,1.0,1.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,4.67,4.72,4.12,52.3,47.0,2.98
E000100,32,Man,HR,2,3.8,No,Training,2.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,4.6,4.2,3.51,48.4,46.1,4.21
E000101,44,Non-binary / prefer not to say,Operations,2,9.7,No,Training,2.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.38,4.67,3.52,53.3,29.3,3.96
E000102,50,Man,Technology,1,0.5,No,Training,2.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,4.29,2.9,3.35,47.2,47.5,5.37
E000103,27,Man,Marketing,2,6.6,No,Training,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,5.7,3.73,3.26,42.4,50.5,3.34
E000104,36,Man,Operations,3,5.8,No,Control,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,3.33,2.66,2.26,53.9,43.2,5.63
E000105,38,Woman,Marketing,2,3.3,No,Training,2.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,5.86,4.23,4.7,52.9,54.2,4.31
E000106,27,Man,HR,3,3.3,No,Training,2.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,,2.0,1.0,4.97,5.67,4.73,51.4,35.8,1.65
E000107,35,Man,HR,3,6.4,No,Training,1.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.94,3.26,4.94,55.2,43.8,2.86
E000108,24,Man,Marketing,4,9.0,No,Control,3.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.16,5.6,5.48,51.7,23.7,1.99
E000109,41,Woman,Marketing,1,5.1,No,Training,5.0,5.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.26,5.16,4.49,60.0,46.1,2.96
E000110,29,Man,Technology,3,2.9,No,Training,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.98,3.92,4.09,57.0,44.6,3.86
E000111,38,Man,HR,2,5.5,No,Control,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.7,2.93,3.1,43.2,49.5,4.66
E000112,23,Woman,Technology,0,2.9,No,Control,3.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.87,6.33,4.66,52.5,40.5,3.11
E000113,22,Woman,Marketing,1,3.3,No,Training,1.0,2.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,4.0,4.27,2.02,2.38,44.5,55.6,5.66
E000114,38,Woman,Finance,5,1.5,No,Training,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.64,3.97,4.91,58.7,31.5,4.23
E000115,46,Man,HR,1,4.2,No,Training,5.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.06,3.55,4.03,56.1,43.2,5.29
E000116,38,Woman,Technology,3,4.8,No,Training,4.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,5.0,5.03,4.46,3.58,50.4,45.2,4.77
E000117,47,Woman,Marketing,1,4.3,No,Control,4.0,3.0,2.0,2.0,4.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,3.15,3.45,3.84,47.9,55.8,3.46
E000118,46,Man,Finance,4,0.6,No,Control,4.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.52,4.69,3.98,55.5,45.4,2.12
E000119,27,Man,Operations,2,4.5,No,Training,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.41,3.94,3.42,54.3,45.1,4.98
E000120,28,Man,Technology,3,1.9,No,Training,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.46,5.07,3.32,51.2,46.0,4.39
E000121,34,Man,Operations,5,7.2,Yes,Training,5.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.74,3.2,3.33,45.6,42.4,3.69
E000122,50,Woman,Operations,0,11.3,Yes,Control,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,5.93,4.34,4.15,63.2,53.6,4.95
E000123,29,Woman,Technology,1,3.7,No,Training,3.0,3.0,4.0,2.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,4.76,3.03,3.18,52.8,48.0,5.84
E000124,42,Man,Finance,1,8.1,Yes,Training,1.0,5.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.89,3.52,2.96,58.7,47.1,5.63
E000125,42,Woman,Operations,1,1.8,Yes,Training,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.55,4.49,4.89,54.2,47.1,3.97
E000126,46,Man,Marketing,3,3.7,No,Control,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.71,3.93,3.6,48.9,43.1,4.09
E000127,48,Non-binary / prefer not to say,HR,0,3.5,No,Training,4.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,3.89,3.5,2.67,47.2,44.0,4.76
E000128,36,Woman,Finance,2,4.1,Yes,Control,3.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.96,2.67,3.61,50.4,49.2,4.02
E000129,34,Woman,Finance,1,2.9,Yes,Training,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.06,3.69,4.11,54.1,26.0,3.94
E000130,41,Man,Technology,0,1.9,No,Control,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,6.07,5.54,2.56,52.3,44.1,3.16
E000131,40,Woman,Finance,2,2.6,No,Training,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.81,3.11,3.59,65.0,33.3,4.13
E000132,44,Woman,Marketing,0,6.6,No,Training,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,4.43,4.76,4.54,51.9,35.5,3.47
E000133,41,Man,HR,2,4.8,No,Training,2.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.99,3.54,5.47,51.8,28.5,2.96
E000134,54,Man,Finance,3,1.7,No,Training,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,4.12,4.37,4.2,57.9,42.2,4.93
E000135,57,Woman,Technology,3,7.3,No,Training,2.0,1.0,2.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,5.68,3.41,4.01,54.3,66.4,5.31
E000136,40,Woman,Operations,1,7.2,No,Control,5.0,5.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,3.79,3.82,5.03,71.7,48.0,2.12
E000137,47,Man,Marketing,0,4.2,No,Control,4.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,4.88,4.03,4.24,64.6,48.4,2.66
E000138,56,Man,Operations,3,1.2,No,Training,3.0,3.0,2.0,,5.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.95,5.1,3.94,48.7,32.7,2.58
E000139,26,Woman,HR,4,5.0,No,Control,1.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,5.58,3.04,2.72,39.1,60.2,5.36
E000140,22,Woman,Operations,3,7.3,No,Training,5.0,5.0,4.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,2.0,4.67,5.29,4.3,49.5,51.2,5.06
E000141,39,Woman,HR,2,10.2,No,Training,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.43,3.27,4.03,53.6,46.8,3.74
